客户ID,姓名,性别,出生日期,年龄,年龄段,婚姻状况,家庭结构,子女数量,是否有老人,教育程度,职业类别,职业,年收入,收入段,所在省份,所在城市等级,所在区域,获客渠道,获客日期,持有保单数,总年缴保费,客户价值等级,风险等级,互动频次,活跃度等级,互动评分,续保倾向评分,增购倾向评分,投诉次数,理赔次数总计
CUST00004655,贺远宇,男,1966-07-20,59,中老,已婚,三口之家,0,0,大专,1,金融从业,37540.16,<5万,浙江,二线,华东,广告投放,2024-12-21,2,1802.81,大众,中高风险,5,一般,51.74,0.6217,0.793,0,1
CUST00004656,朱颖,女,1968-07-31,57,中老,离异,二人世界,3,1,高中及以下,1,医生,8829.57,<5万,广东,三线,华南,自然流量,2021-04-12,2,4824.59,大众,中风险,5,活跃,70.48,0.8197,0.7373,0,3
CUST00004657,吕萱霞,女,1982-11-12,43,中青,已婚,二人世界,0,0,本科,2,自由职业,30106.6,<5万,宁夏,四线及以下,西北,企业合作,2022-08-14,2,4246.49,大众,中风险,2,一般,39.3,0.7641,0.817,0,2
CUST00004658,陆毅翔,男,2001-04-16,25,青年,未婚,单身,0,0,大专,1,企业职员,65804.88,5-10万,山东,新一线,华东,企业合作,2025-04-01,3,9663.35,高净值,低风险,8,一般,51.02,0.5062,0.8978,0,3
CUST00004659,冯诗欣,女,1948-09-12,77,老年,已婚,空巢,3,1,高中及以下,2,农民,11468.36,<5万,浙江,三线,华东,转介绍,2022-03-13,2,6195.21,大众,中高风险,7,沉睡,11.33,0.4372,0.7711,0,2
CUST00004660,董瑞晨,男,1985-09-22,40,中青,已婚,单身,0,1,本科,3,工人,15176.02,<5万,广西,三线,华南,广告投放,2020-02-17,4,8268.06,大众,中高风险,4,活跃,58.3,0.6931,0.9006,0,1
CUST00004661,杜兰,女,1984-07-24,41,中青,已婚,三代同堂,3,0,大专,1,教师,33507.3,<5万,甘肃,三线,西北,转介绍,2021-08-26,3,2578.45,大众,低风险,5,一般,32.44,0.5525,0.8918,0,1
CUST00004662,戴欢,女,1972-03-16,54,中年,已婚,二人世界,0,1,本科,1,IT技术,66118.92,5-10万,广西,新一线,华南,活动获客,2023-10-19,1,663.93,大众,低风险,3,一般,53.43,0.5469,0.8342,0,0
CUST00004663,洪志,男,1982-03-09,44,中青,已婚,二人世界,0,1,大专,1,金融从业,49402.66,<5万,河南,新一线,华中,转介绍,2024-03-02,2,2700.48,大众,中低风险,4,活跃,68.68,0.7671,0.8715,0,2
CUST00004664,杨彦轩,男,1978-01-28,48,中年,已婚,三代同堂,1,0,本科,0,学生,101661.01,10-20万,西藏,一线,西南,企业合作,2024-07-16,2,2054.02,核心,低风险,8,一般,45.6,0.6571,0.8608,0,1
CUST00004665,杜佳若,女,1995-01-18,31,青壮,已婚,三代同堂,3,1,本科,1,金融从业,27668.68,<5万,宁夏,二线,西北,自然流量,2018-04-28,0,0.0,低价值,中低风险,9,一般,35.56,0.6217,0.7274,0,0
CUST00004666,严昊,男,1976-06-04,50,中年,已婚,三口之家,0,1,本科,0,退休,30913.57,<5万,贵州,三线,西南,自然流量,2026-01-15,1,1191.74,大众,低风险,5,活跃,55.39,0.5861,0.7824,0,0
CUST00004667,郝萱秀英,女,1958-04-16,68,老年,已婚,独居老人,0,1,高中及以下,0,学生,93928.45,5-10万,广东,一线,华南,转介绍,2018-01-15,3,2484.42,核心,中风险,8,活跃,58.12,0.6998,0.9164,0,5
CUST00004668,姚逸哲,男,1948-12-20,77,老年,已婚,三代同堂,3,0,本科,1,公务员,60924.17,5-10万,陕西,新一线,西北,自然流量,2021-09-07,2,3608.44,核心,中高风险,7,沉睡,17.76,0.5073,0.8327,0,2
CUST00004669,董婉梅,女,1958-06-24,67,老年,已婚,独居老人,2,0,本科,1,企业职员,13003.12,<5万,甘肃,三线,西北,广告投放,2023-08-04,0,0.0,低价值,中风险,4,一般,44.54,0.5551,0.7205,0,0
CUST00004670,崔哲强,男,1967-04-23,59,中老,已婚,空巢,0,0,本科,0,退休,30104.82,<5万,江苏,三线,华东,自然流量,2023-08-05,3,3368.84,大众,中低风险,7,一般,41.5,0.5424,0.8252,0,1
CUST00004671,龙超飞,男,1984-03-08,42,中青,已婚,二人世界,0,0,大专,2,自由职业,24061.54,<5万,云南,二线,西南,活动获客,2020-06-29,5,7964.3099999999995,核心,中低风险,5,一般,55.0,0.576,0.8495,0,3
CUST00004672,侯波,男,1962-08-01,63,中老,已婚,二人世界,0,0,硕士,1,公务员,75794.85,5-10万,西藏,三线,西南,自然流量,2025-04-28,5,9598.36,高净值,中低风险,3,一般,44.71,0.6546,0.8957,0,1
CUST00004673,谢信哲,男,1946-05-30,80,老年,已婚,独居老人,4,0,本科,2,农民,74845.87,5-10万,福建,二线,华东,活动获客,2022-04-05,1,2238.3,核心,中高风险,3,沉睡,26.49,0.44,0.8423,0,0
CUST00004674,蒋飞瑞,男,1983-04-30,43,中青,已婚,四口之家,2,1,高中及以下,1,医生,14623.67,<5万,福建,新一线,华东,广告投放,2019-11-21,3,2630.05,大众,低风险,5,一般,37.33,0.6311,0.7471,0,0
CUST00004675,张敏霞,女,1980-07-16,45,中青,未婚,三口之家,1,0,大专,3,工人,86577.06,5-10万,贵州,二线,西南,代理人拓展,2020-02-13,0,0.0,低价值,中高风险,7,沉睡,22.09,0.4503,0.8492,0,0
CUST00004676,田恒,男,1991-03-03,35,青壮,已婚,三代同堂,3,0,硕士,0,退休,28861.38,<5万,北京,三线,华北,代理人拓展,2022-06-03,1,588.26,低价值,低风险,0,流失,7.02,0.3409,0.7685,0,0
CUST00004677,唐磊军,男,1976-02-14,50,中年,丧偶,二人世界,0,0,高中及以下,1,IT技术,53500.96,5-10万,福建,四线及以下,华东,企业合作,2022-03-15,5,9319.15,高净值,低风险,8,一般,42.38,0.7108,0.8934,0,1
CUST00004678,林磊,男,1970-06-02,56,中老,已婚,二人世界,0,1,硕士,1,企业职员,156233.72,10-20万,重庆,一线,西南,活动获客,2026-02-08,2,2182.12,核心,中高风险,4,一般,38.63,0.544,0.9068,0,1
CUST00004679,赖远毅,男,1981-01-08,45,中青,已婚,三口之家,1,0,本科,1,教师,25022.35,<5万,海南,二线,华南,转介绍,2018-04-30,5,6846.1900000000005,核心,低风险,9,一般,39.65,0.7444,0.8907,0,3
CUST00004680,谢雨婷,女,1981-06-08,44,中青,已婚,三代同堂,4,0,本科,1,医生,26919.6,<5万,北京,二线,华北,活动获客,2023-09-05,3,6081.14,核心,中低风险,5,一般,47.24,0.6131,0.8695,0,0
CUST00004681,雷丹,女,1986-06-10,39,中青,已婚,三代同堂,3,1,高中及以下,1,教师,45836.73,<5万,山西,二线,华北,代理人拓展,2022-10-03,2,2259.2200000000003,大众,中低风险,4,一般,45.47,0.6119,0.856,0,0
CUST00004682,韦宁,男,2025-10-03,0,少儿,未婚,单身,0,0,高中及以下,2,自由职业,49170.6,<5万,山西,一线,华北,自然流量,2018-03-05,1,1605.59,大众,中风险,6,活跃,62.56,0.6427,0.7718,0,0
CUST00004683,唐霞燕,女,1952-10-09,73,老年,丧偶,二人世界,3,1,硕士,1,教师,83935.79,5-10万,湖北,二线,华中,广告投放,2019-04-05,3,5065.69,高净值,中低风险,4,一般,34.85,0.6385,0.907,0,3
CUST00004684,薛萍,女,1975-10-15,50,中年,已婚,二人世界,0,0,高中及以下,1,公务员,77764.91,5-10万,天津,三线,华北,自然流量,2022-10-16,4,14703.74,高净值,中低风险,6,活跃,75.74,0.7562,0.8877,0,1
CUST00004685,严若,女,1992-09-22,33,青壮,离异,三代同堂,2,0,本科,1,IT技术,25689.93,<5万,陕西,三线,西北,广告投放,2024-06-19,1,1483.17,大众,低风险,5,活跃,57.14,0.7191,0.7198,0,1
CUST00004686,萧勇,男,2025-11-17,0,少儿,未婚,单身,0,0,大专,1,医生,53074.67,5-10万,四川,二线,西南,广告投放,2025-10-23,2,3554.08,核心,低风险,9,一般,38.93,0.613,0.8193,0,1
CUST00004687,万辉剑,男,1966-03-26,60,中老,已婚,二人世界,0,1,高中及以下,1,医生,126175.59,10-20万,河南,新一线,华中,广告投放,2022-06-02,3,10726.380000000001,高净值,中风险,5,一般,50.03,0.6457,0.8083,0,2
CUST00004688,石伟然,男,1972-07-26,53,中年,已婚,二人世界,2,0,高中及以下,2,个体经营,56438.01,5-10万,江苏,新一线,华东,广告投放,2026-04-22,2,6940.76,核心,中风险,7,一般,30.58,0.6639,0.8408,0,0
CUST00004689,程莉凤,女,2008-07-12,17,少儿,未婚,单身,0,0,大专,0,退休,16528.79,<5万,上海,二线,华东,代理人拓展,2025-08-15,1,1244.71,低价值,低风险,2,活跃,56.32,0.604,0.7015,0,0
CUST00004690,叶梅梦,女,1990-04-11,36,中青,已婚,二人世界,0,1,博士,1,教师,85286.57,5-10万,青海,四线及以下,西北,广告投放,2026-01-15,3,6421.889999999999,高净值,低风险,3,沉睡,28.13,0.4877,0.8646,0,0
CUST00004691,严峰,男,1992-04-28,34,青壮,离异,三代同堂,1,0,大专,1,教师,0.0,<5万,重庆,四线及以下,西南,企业合作,2022-04-13,2,2899.37,低价值,中低风险,5,一般,46.6,0.6561,0.1931,1,0
CUST00004692,段翔翔,男,1987-08-19,38,中青,已婚,二人世界,0,0,大专,1,企业职员,136249.95,10-20万,山东,二线,华东,转介绍,2020-09-08,4,5887.389999999999,高净值,中低风险,11,活跃,60.31,0.799,0.924,0,1
CUST00004693,陆艺,女,1965-05-22,61,中老,未婚,二人世界,1,1,大专,1,公务员,28608.92,<5万,江苏,二线,华东,转介绍,2025-03-11,4,7726.599999999999,核心,中风险,12,一般,46.59,0.7055,0.7608,0,6
CUST00004694,熊婉,女,1997-08-11,28,青壮,已婚,三代同堂,2,0,大专,3,工人,203412.36,20-50万,江西,四线及以下,华东,广告投放,2021-02-23,2,2492.77,高净值,中高风险,7,一般,48.28,0.6253,0.809,2,1
CUST00004695,李彦,男,1981-06-12,44,中青,离异,单身,0,0,大专,3,工人,142150.87,10-20万,福建,二线,华东,转介绍,2020-08-29,2,3469.6400000000003,高净值,中高风险,6,活跃,62.42,0.6647,0.876,0,3
CUST00004696,任慧,女,1970-05-25,56,中老,已婚,二人世界,0,1,硕士,1,公务员,35995.94,<5万,河南,三线,华中,转介绍,2025-12-18,3,5819.889999999999,核心,中高风险,6,一般,54.47,0.7291,0.763,0,1
CUST00004697,郑昊,男,1978-08-19,47,中年,离异,三口之家,1,1,大专,1,IT技术,67094.34,5-10万,安徽,新一线,华东,广告投放,2019-12-08,3,6522.62,高净值,中低风险,3,活跃,77.45,0.6868,0.8684,0,2
CUST00004698,蒋翔杰,男,1983-04-17,43,中青,已婚,三代同堂,1,0,大专,1,金融从业,60376.61,5-10万,甘肃,三线,西北,广告投放,2022-09-06,2,4274.34,核心,中低风险,8,一般,53.27,0.6501,0.8422,1,0
CUST00004699,范凤佳,女,1979-02-20,47,中年,离异,二人世界,0,0,高中及以下,3,工人,62176.77,5-10万,天津,二线,华北,活动获客,2021-09-28,1,1336.06,大众,中高风险,7,活跃,57.47,0.5951,0.7836,0,2
CUST00004700,赖若丽,女,1995-11-14,30,青壮,离异,单身,0,0,博士,1,金融从业,114245.81,10-20万,云南,三线,西南,转介绍,2023-01-21,2,1693.1799999999998,核心,低风险,4,一般,40.94,0.7464,0.8352,0,3
CUST00004701,龙凤丽,女,1991-09-28,34,青壮,离异,单身,0,0,高中及以下,1,医生,60416.09,5-10万,北京,三线,华北,转介绍,2019-01-30,3,6241.360000000001,核心,低风险,6,沉睡,26.9,0.496,0.9092,0,0
CUST00004702,郝晨,男,2002-04-28,24,青年,未婚,单身,0,0,高中及以下,0,学生,42849.98,<5万,江苏,新一线,华东,广告投放,2019-04-29,4,3487.0899999999997,核心,低风险,5,一般,36.47,0.6811,0.7517,0,1
CUST00004703,尹波远,男,1965-04-30,61,中老,已婚,二人世界,0,0,本科,1,金融从业,32422.98,<5万,吉林,三线,东北,自然流量,2019-10-28,1,921.19,大众,中风险,9,沉睡,18.53,0.3486,0.8247,0,0
CUST00004704,程飞波,男,1985-02-21,41,中青,未婚,三口之家,1,0,本科,0,退休,32876.73,<5万,陕西,三线,西北,转介绍,2019-04-01,4,5136.73,核心,低风险,4,活跃,56.96,0.8569,0.8641,0,2
CUST00004705,萧彦景,男,1983-09-29,42,中青,已婚,三口之家,1,1,大专,1,医生,92813.03,5-10万,黑龙江,二线,东北,自然流量,2018-07-29,3,6896.43,高净值,中低风险,10,活跃,71.1,0.8028,0.801,0,1
CUST00004706,孙晨华,男,1996-01-06,30,青壮,未婚,三口之家,1,0,大专,2,个体经营,85431.66,5-10万,河南,新一线,华中,自然流量,2019-06-09,4,16623.309999999998,高净值,中风险,20,高度活跃,81.27,0.8499,0.8393,0,1
CUST00004707,高飞彦,男,1980-02-25,46,中年,已婚,四口之家,2,1,本科,2,自由职业,132148.98,10-20万,内蒙古,一线,华北,自然流量,2019-11-07,2,5506.889999999999,高净值,中风险,7,活跃,56.37,0.6643,0.8693,0,4
CUST00004708,赵睿,男,1951-04-16,75,老年,已婚,空巢,0,0,高中及以下,1,医生,62682.55,5-10万,黑龙江,二线,东北,自然流量,2020-09-28,2,3070.12,核心,中低风险,7,一般,45.6,0.6794,0.8902,0,5
CUST00004709,贾恒,男,1975-06-19,50,中年,未婚,单身,0,0,本科,1,IT技术,14246.45,<5万,陕西,二线,西北,自然流量,2020-06-14,8,12968.16,核心,中低风险,4,一般,48.24,0.653,0.8789,0,4
CUST00004710,贺健强,男,1980-09-21,45,中青,已婚,二人世界,0,1,本科,0,学生,52071.51,5-10万,湖北,三线,华中,活动获客,2020-09-30,2,1525.56,大众,低风险,7,活跃,59.26,0.7607,0.8307,0,2
CUST00004711,宋婉彤,女,1966-06-15,59,中老,已婚,三代同堂,1,0,大专,1,医生,77098.84,5-10万,陕西,新一线,西北,自然流量,2022-05-19,3,6378.63,高净值,中低风险,8,活跃,61.31,0.6278,0.8808,0,3
CUST00004712,萧伟剑,男,1986-12-05,39,中青,已婚,二人世界,0,0,大专,3,工人,81838.21,5-10万,安徽,四线及以下,华东,转介绍,2024-06-12,4,8033.7,高净值,中高风险,6,沉睡,22.7,0.5328,0.8464,0,1
CUST00004713,毛瑶,女,1978-08-11,47,中年,未婚,二人世界,0,0,高中及以下,3,工人,16018.94,<5万,甘肃,新一线,西北,代理人拓展,2018-03-01,3,8807.98,核心,中高风险,3,一般,32.68,0.5618,0.7873,0,4
CUST00004714,陈兰兰,女,1963-10-20,62,中老,已婚,空巢,1,0,本科,3,工人,231513.83,20-50万,陕西,新一线,西北,企业合作,2019-01-21,1,852.48,核心,高风险,3,沉睡,14.35,0.4807,0.8286,0,0
CUST00004715,熊婉,女,2015-11-17,10,少儿,未婚,单身,0,0,大专,1,公务员,53651.65,5-10万,内蒙古,二线,华北,转介绍,2023-10-05,5,6017.57,核心,低风险,6,沉睡,21.85,0.4546,0.8915,0,4
CUST00004716,林剑磊,男,1983-12-14,42,中青,已婚,四口之家,2,1,大专,1,金融从业,71666.15,5-10万,北京,二线,华北,代理人拓展,2024-01-25,4,6797.34,高净值,中低风险,9,一般,40.35,0.7169,0.907,0,0
CUST00004717,段泽,男,1975-12-06,50,中年,已婚,空巢,1,0,本科,2,自由职业,251577.76,20-50万,宁夏,新一线,西北,转介绍,2021-12-06,0,0.0,低价值,中低风险,7,活跃,62.93,0.7081,0.8264,0,0
CUST00004718,顾雅,女,1996-01-02,30,青壮,已婚,三口之家,1,1,博士,1,金融从业,230508.8,20-50万,西藏,新一线,西南,自然流量,2025-07-27,3,8426.16,高净值,低风险,6,活跃,68.63,0.7251,0.9032,0,2
CUST00004719,龙洁,女,1972-10-17,53,中年,离异,二人世界,1,0,大专,0,退休,87562.07,5-10万,福建,新一线,华东,代理人拓展,2025-12-22,0,0.0,低价值,低风险,6,沉睡,12.5,0.4993,0.8157,0,0
CUST00004720,严斌,男,2025-11-26,0,少儿,未婚,单身,0,0,硕士,3,工人,74488.05,5-10万,湖北,三线,华中,企业合作,2022-11-30,2,2430.4,核心,中风险,3,沉睡,23.95,0.5852,0.7684,1,1
CUST00004721,董宇,男,1971-06-19,54,中年,已婚,二人世界,1,0,大专,1,金融从业,25396.62,<5万,北京,三线,华北,广告投放,2024-12-04,1,5005.27,大众,中低风险,8,一般,50.02,0.5281,0.8006,0,0
CUST00004722,康月莉,女,1950-07-20,75,老年,丧偶,单身,1,0,高中及以下,2,服务业,35215.16,<5万,上海,二线,华东,活动获客,2023-04-27,1,4751.02,核心,中高风险,2,一般,32.08,0.5518,0.7949,0,0
CUST00004723,邹军,男,1975-12-19,50,中年,已婚,二人世界,1,1,高中及以下,3,工人,15239.42,<5万,河北,三线,华北,活动获客,2022-05-10,3,8179.049999999999,大众,中高风险,5,沉睡,16.74,0.5355,0.7793,0,2
CUST00004724,蔡诗云,女,1984-01-11,42,中青,已婚,三口之家,1,1,大专,0,退休,34530.88,<5万,北京,三线,华北,自然流量,2024-07-15,1,7155.31,核心,低风险,4,一般,32.26,0.5253,0.8004,0,0
CUST00004725,胡杰宇,男,1977-09-02,48,中年,已婚,二人世界,0,1,高中及以下,3,工人,9103.25,<5万,内蒙古,新一线,华北,自然流量,2020-03-06,0,0.0,低价值,中高风险,5,沉睡,15.56,0.4844,0.6906,0,0
CUST00004726,董恒,男,1972-10-16,53,中年,已婚,单身,0,0,高中及以下,2,农民,24254.44,<5万,天津,四线及以下,华北,广告投放,2020-06-10,2,8757.74,核心,中风险,9,沉睡,15.81,0.6133,0.796,0,0
CUST00004727,沈欢艺,女,2001-03-07,25,青年,未婚,单身,0,0,硕士,1,医生,57732.42,5-10万,吉林,三线,东北,代理人拓展,2025-09-24,2,2810.8599999999997,核心,中低风险,5,一般,35.8,0.6287,0.8458,0,2
CUST00004728,杨恒云,男,2002-07-31,23,青年,未婚,单身,0,0,本科,2,农民,61514.1,5-10万,河北,新一线,华北,自然流量,2021-07-06,3,4667.66,核心,中低风险,9,一般,38.33,0.6328,0.9138,0,5
CUST00004729,范丽芬,女,1988-09-27,37,中青,已婚,三代同堂,0,1,本科,1,企业职员,90780.06,5-10万,内蒙古,新一线,华北,企业合作,2019-08-24,2,5439.8,高净值,中低风险,6,一般,39.2,0.7087,0.8596,0,1
CUST00004730,赖伟军,男,1961-10-26,64,中老,已婚,空巢,1,0,高中及以下,1,金融从业,17120.71,<5万,河南,新一线,华中,自然流量,2024-10-20,4,9321.07,核心,中风险,3,沉睡,12.68,0.6144,0.8976,0,0
CUST00004731,曹晨涛,男,1971-08-27,54,中年,未婚,三口之家,1,1,高中及以下,2,自由职业,180236.95,10-20万,四川,新一线,西南,广告投放,2021-05-30,2,7200.01,高净值,中风险,8,一般,49.56,0.5809,0.8802,0,0
CUST00004732,杨诗,女,1982-03-14,44,中青,离异,三口之家,1,0,高中及以下,2,服务业,0.0,<5万,云南,三线,西南,活动获客,2021-12-07,3,8901.18,低价值,中风险,5,沉睡,23.57,0.6298,0.1514,0,2
CUST00004733,朱彦,男,1954-08-24,71,老年,已婚,二人世界,2,0,本科,3,工人,0.0,<5万,山西,二线,华北,活动获客,2021-10-05,3,2792.39,低价值,高风险,2,沉睡,27.71,0.5015,0.1687,0,4
CUST00004734,史泽,男,1986-04-20,40,中青,已婚,三代同堂,1,0,硕士,0,学生,0.0,<5万,内蒙古,三线,华北,自然流量,2020-12-18,5,7933.93,低价值,低风险,6,沉睡,17.6,0.5585,0.2671,0,4
CUST00004735,马颖诗,女,2003-08-15,22,青年,未婚,单身,0,0,大专,1,企业职员,36227.31,<5万,北京,三线,华北,转介绍,2018-06-01,1,1270.16,大众,低风险,25,高度活跃,81.97,0.6725,0.8006,1,1
CUST00004736,曹萱艳,女,1984-10-31,41,中青,已婚,三口之家,1,0,高中及以下,1,医生,66394.62,5-10万,内蒙古,三线,华北,广告投放,2020-07-22,4,7711.0,高净值,低风险,27,高度活跃,87.84,0.8744,0.9118,0,3
CUST00004737,汪月月,女,2009-10-29,16,少儿,未婚,单身,0,0,大专,2,服务业,73566.68,5-10万,上海,三线,华东,自然流量,2025-01-31,0,0.0,低价值,中风险,2,沉睡,20.68,0.5237,0.7395,0,0
CUST00004738,段轩,男,1996-09-09,29,青壮,已婚,四口之家,2,1,大专,2,农民,166603.86,10-20万,青海,一线,西北,自然流量,2024-03-22,2,4010.21,高净值,中风险,8,一般,42.14,0.6935,0.9032,0,1
CUST00004739,卢昊,男,1970-02-14,56,中老,已婚,单身,0,1,大专,3,工人,74604.82,5-10万,四川,二线,西南,活动获客,2021-09-03,0,0.0,低价值,高风险,12,一般,31.7,0.5892,0.8991,0,0
CUST00004740,史慧,女,1979-08-30,46,中年,已婚,三代同堂,4,1,本科,1,教师,32609.05,<5万,浙江,三线,华东,广告投放,2025-02-23,1,1983.84,大众,中低风险,9,沉睡,21.07,0.3237,0.6981,0,2
CUST00004741,雷昊,男,1977-05-27,49,中年,已婚,三口之家,1,0,本科,0,学生,39052.9,<5万,山西,一线,华北,自然流量,2019-07-12,2,8379.939999999999,核心,低风险,6,一般,39.87,0.706,0.8673,0,2
CUST00004742,杜毅,男,1975-09-27,50,中年,已婚,二人世界,2,0,高中及以下,0,学生,56175.38,5-10万,青海,一线,西北,广告投放,2022-02-06,6,9199.68,高净值,低风险,0,流失,5.5,0.5619,0.8842,0,2
CUST00004743,范兰,女,1983-08-19,42,中青,已婚,三代同堂,3,0,高中及以下,2,农民,15228.4,<5万,西藏,四线及以下,西南,代理人拓展,2023-02-13,2,3902.33,大众,中风险,0,流失,8.31,0.397,0.7421,0,0
CUST00004744,宋瑞翔,男,1987-06-02,39,中青,已婚,三口之家,1,0,博士,2,服务业,174665.56,10-20万,河北,三线,华北,自然流量,2019-09-10,1,1385.33,核心,中风险,2,一般,31.06,0.5835,0.8888,0,0
CUST00004745,夏翔飞,男,1971-09-28,54,中年,丧偶,二人世界,0,0,高中及以下,0,退休,57994.99,5-10万,湖南,新一线,华中,活动获客,2022-12-25,2,5085.15,核心,低风险,0,流失,4.24,0.4167,0.8904,0,4
CUST00004746,王宁健,男,1976-08-28,49,中年,已婚,三代同堂,3,0,高中及以下,1,IT技术,77739.4,5-10万,青海,三线,西北,自然流量,2018-01-24,1,3116.52,核心,低风险,6,一般,39.69,0.5948,0.846,0,0
CUST00004747,钟晨昊,男,1971-11-29,54,中年,已婚,空巢,0,0,高中及以下,2,农民,58147.69,5-10万,安徽,三线,华东,自然流量,2022-03-23,1,8604.26,高净值,中风险,3,沉睡,20.42,0.5037,0.8252,0,2
